No.;Sentimen;Tweet
151;Positif;b'RT @inklusif_kolab: Arsjad Rasjid menjelaskan, selain mengajak para pengusaha global untuk datang ke forum G20 dan B20 pada November, dirin\xe2\x80\xa6'
152;Positif;b'RT @AlshaibaShihab: Indonesia ditangan Presiden Jokowi :\n\n65 bendungan \n36 ruas jalan tol\n15 bandara baru\nSirkuit Mandalika\nKereta api cepa\xe2\x80\xa6'
153;Positif;b'Pemerintah buka kesempatan kepada pengusaha lokal untuk berpartisipasi dalam pembangunan IKN  #KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/wIjNXSlm2J'
154;Positif;b'RT @papa_loren: Pemerintah Targetkan IKN Dihuni 200 Ribu Orang pada 2024.\n\nDr 200rb itu temen, sodara, tante, ponakan, adek, mertus JETLI a\xe2\x80\xa6'
155;Positif;b'Pembangunan IKN Nusantara sangat bermanfaat bagi UMKM yang ada di Indonesia, mari kita dukung bersama..!! Celoteh W\xe2\x80\xa6 https://t.co/cI3aeufw1L'
156;Positif;b'Luar biasa, dukungan terus berdatangan dalam proses Pembangunan IKN Nusantara..!! Celoteh Warga lampung\xe2\x80\xa6 https://t.co/Jq3EokUhR3'
157;Positif;b'Pembangunan IKN Nusantara akan berdampak PositifDukung pembangunan IKN  #KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/3rK7fj6Mlc'
158;Positif;b'Pembangunan IKN Nusantara merupakan Proyek Strategis untuk memperkenalkan Indonesia di Mata Dunia..!! Ayo kita duku\xe2\x80\xa6 https://t.co/B9lTfhRNvc'
159;Positif;b'Lampung Dukung Percepatan Pembangunan IKN yang memberikan dampak Positifbagi masyarakat dan kemajuan ekonomi daera\xe2\x80\xa6 https://t.co/DfGQeQmrsd'
160;Positif;b'Seluruh masyarakat Indonesia, pasti mendukung Pembangunan IKN Nusantara..!! Jayalah Indonesiaku Celoteh Warga Lampu\xe2\x80\xa6 https://t.co/8mgYA6A6ND'
161;Positif;b'Kami berkomitmen penuh menjaga kondusif wilayah demi kelancaran Pembangunan IKN Nusantara Dukung pembangunan IKN\xe2\x80\xa6 https://t.co/kkYcKJGnu6'
162;Positif;b'Lampung Dukung IKN #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan\xe2\x80\xa6 https://t.co/nGZpgy8wvP'
163;Positif;b'Lampung Dukung IKN #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan\xe2\x80\xa6 https://t.co/T9M7oFYQrQ'
164;Positif;b'Pemerintah buka kesempatan kepada pengusaha lokal untuk berpartisipasi dalam pembangunan IKN  #KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/vytnNmeout'
165;Positif;b'Pembangunan IKN Nusantara sangat bermanfaat bagi UMKM yang ada di Indonesia, mari kita dukung bersama..!! Celoteh W\xe2\x80\xa6 https://t.co/fZCB56oouu'
166;Positif;b'@irhamnapermana @msaid_didu kasi hasil export sda yg layak buat kalimantan woy! biar pembangunan merata! \n\nbenerin\xe2\x80\xa6 https://t.co/RQxlqDTF2b'
167;Positif;b'Luar biasa, dukungan terus berdatangan dalam proses Pembangunan IKN Nusantara..!! Celoteh Warga lampung\xe2\x80\xa6 https://t.co/SC454lZBwV'
168;Positif;b'Pembangunan IKN Nusantara akan berdampak PositifDukung pembangunan IKN  #KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/opqA5kiHkN'
169;Positif;b'Pembangunan IKN Nusantara merupakan Proyek Strategis untuk memperkenalkan Indonesia di Mata Dunia..!! Ayo kita duku\xe2\x80\xa6 https://t.co/7qpNwM0jK0'
170;Positif;b'Lampung Dukung Percepatan Pembangunan IKN yang memberikan dampak Positifbagi masyarakat dan kemajuan ekonomi daera\xe2\x80\xa6 https://t.co/ZWeU7NxvHw'
171;Positif;b'Pembangunan IKN Nusantara merupakan Proyek Strategis untuk memperkenalkan Indonesia di Mata Dunia..!! Ayo kita duku\xe2\x80\xa6 https://t.co/IJhylWkmNv'
172;Positif;b'Seluruh masyarakat Indonesia, pasti mendukung Pembangunan IKN Nusantara..!! Jayalah Indonesiaku Celoteh Warga Lampu\xe2\x80\xa6 https://t.co/t3LvhDNLzF'
173;Positif;b'Lampung Dukung Percepatan Pembangunan IKN yang memberikan dampak Positifbagi masyarakat dan kemajuan ekonomi daera\xe2\x80\xa6 https://t.co/U8wnmim54i'
174;Positif;b'Kami berkomitmen penuh menjaga kondusif wilayah demi kelancaran Pembangunan IKN Nusantara Dukung pembangunan IKN\xe2\x80\xa6 https://t.co/YKGMDcSzSW'
175;Positif;b'Warga Lampung Dukung IKN #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/tjS77SOAKy'
176;Positif;b'Lampung Dukung IKN #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara'
177;Positif;b'Surat Penunjukan Penyedia Barang/Jasa untuk pelaksanaan Pekerjaan Manajemen Konstruksi Induk pada Kegiatan Pembangu\xe2\x80\xa6 https://t.co/OSoXVkiox0'
178;Positif;b'RT @ariefsyarief07: Kadin bersama dengan pemerintah mengajak para pengusaha global untuk berinvestasi di IKN nusantara\nArsjad Rasjid #b20 #\xe2\x80\xa6'
179;Positif;b'Pelaksanaan kegiatan ini telah melalui berbagai proses pengadaan barang dan jasa dimana PT Indra Karya (Persero) se\xe2\x80\xa6 https://t.co/uMyo9DRkLd'
180;Positif;b'Jokowi Luncurkan Jagat Nusantara, Metaverse IKN Nusantara\nPresiden Jokowi\n\nAceh Hadir Mendukung.\xe2\x80\xa6 https://t.co/5xdpEXQhFa'
181;Negatif;b'RT @teguhsd: Lalu masih saja ngotot IKN terwujud?'
182;Positif;b'Gok Ari berharap, Indra Karya dan beberapa perusahaan lainnya bisa berperan penting dan meminimalisir risiko dari s\xe2\x80\xa6 https://t.co/M26fKKB9No'
183;Positif;b'RT @ariefsyarief07: Kadin bersama dengan pemerintah mengajak para pengusaha global untuk berinvestasi di IKN nusantara\nArsjad Rasjid #b20 #\xe2\x80\xa6'
184;Positif;b'\xe2\x80\x9cUntuk bisa mencapai tujuan ini, kami perlu memperhatikan mutu bangunan, biaya yang digunakan, waktu pelaksanaan de\xe2\x80\xa6 https://t.co/T28rTHKyUo'
185;Positif;b'RT @Joane24641240: IKN Akan Jadi Representasi Bangsa Yang Unggul\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\n#IKNt\xe2\x80\xa6'
186;Positif;b'Sejalan dengan pernyataan Dirjen Cipta Karya, Direktur Utama Indra Karya Gok Ari Joso Simamora menyampaikan bahwa d\xe2\x80\xa6 https://t.co/tpFGPhnQdP'
187;Positif;b'Kapolres PPU Sambut Wakapolda Kaltim  di Ikn Dalam Rangka Tinjau Pembangunan  Ibu Kota Nusantara  \n#Presisi\xe2\x80\xa6 https://t.co/RMAKGiDjRg'
188;Positif;b'Keren...!!\nIKN Akan Jadi Perpresentasi Bangsa Yang Unggul.\n\nAceh Hadir Mendukung.\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/DmbimZIwoY'
189;Negatif;b'Pantes oligar pada panik dgn tanda buzzer membabi buta pengiringan narasi sesat nya.\nJk sampai jadi presiden niscay\xe2\x80\xa6 https://t.co/LYdUoiyZTb'
190;Positif;b'Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) telah merancang pembangunan infrastruktur IKN Nusantara dila\xe2\x80\xa6 https://t.co/DwKCNlJceW'
191;Positif;b'\xe2\x80\x9cKegiatan ini bertujuan untuk mengintegrasikan dan mentransformasikan pelaksanaan pekerjaan di seluruh sektor di KI\xe2\x80\xa6 https://t.co/v33NVCsAEP'
192;Positif;b'IKN Berkonsep Ramah Lingkungan\nHanya 25% Yang Di Bangun \n5-10 % Untuk Hijau\nSisanya Yang 65% Itu Nanti Tetap  Jadi\xe2\x80\xa6 https://t.co/7EAKsaogD2'
193;Positif;b'RT @tettra15: @korantempo Proyek besar seperti ini bisa membuat pdb terlihat besar. Termasuk juga proyek IKN yang besar nilainya. Ekonomi j\xe2\x80\xa6'
194;Negatif;b'RT @arunariftan: @hnurwahid @GardaGerilya_GP Ini yg kemarin provokasi masyarakat kaltim,ancam2 org yg ga sejalan dgn mafia IKN,ngaku2 org d\xe2\x80\xa6'
195;Positif;b'Pembangunan Infrastruktur IKN Nusantara Di Laksanakan Secara Beratahap Dengan Mengusung Konsep Future Smart Forest\xe2\x80\xa6 https://t.co/Hg2eTan57S'
196;Positif;b'masyarakat dukung IKN\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/SAt9lKrQpY'
197;Positif;b'Siap mengawal pembangunan IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/AyNBqT0QLk'
198;Positif;b'Masyarakat menanti IKN Nusantara yang tersohor #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/5Rk2XzD7LZ'
199;Positif;b'Tak bisa dipungkiri, kehadiran IKN dorong ekonomi bangsa #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/f0M9lEX78j'
200;Positif;b'Optimis IKN akan wujudkan Indonesia Maju #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/qU4UbefWKz'
201;Positif;b'RT @jokowi: Berkunjung ke kawasan Ibu Kota Nusantara, melihat jalannya pembangunan bendungan, pengembangan lahan, persemaian serta akses ja\xe2\x80\xa6'
202;Positif;b'Memajukan bangsa dengan membangun IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/lx72Q7hhGq'
203;Positif;b'Semakin ramai masyarakat mendukung IKN #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/7K74kuq6OS'
204;Positif;b'Yakin IKN akan membawa banyak dampak Positif#KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/9BT15nk63K'
205;Negatif;b'RT @Kimi58486332: IKN lebih penting dari entaskan Kemiskinan mas Joko @jokowi  ? Menggenaskan masse https://t.co/X6quciisrJ'
206;Positif;b'Masyarakat antusias dengan kehadiran IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/naerdUY6Uk'
207;Positif;b'IKN Nusantara membuat Indonesia makin maju #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/VfSoTeyVmA'
208;Positif;b'IKN berdampak Positif\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/b9C9vxlNc8'
209;Positif;b'Future smart forest city akan membuat IKN menjadi kota tersohor #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/zodakPTvoR'
210;Positif;b'IKN Nusantara menjadi pusat peradaban maju #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/yhb4xmJwIp'
211;Positif;b'Memajukan Indonesia dengan IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/OWIsjieLX8'
212;Positif;b'IKN Nusantara akan jadi kota terpandang #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/V1p0yrvxRR'
213;Negatif;b'RT @msaid_didu: Pddk 200.000 yg sebagian besar adalah ASN yg gajinya sdh habis utk cicilan rumah, kendaraan dan biaya anak sekolah shg ters\xe2\x80\xa6'
214;Negatif;b'RT @RagilSemar: Diawali dari konsep pendanaan IKN yang menjadikan pemerintah sebagai penyewa di sana. \nTentu ini akal2an oligarki.\nOligarki\xe2\x80\xa6'
215;Positif;b'@AnitaGo62253157 luncurkan jagat nusantara metaverse IKN\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/IzKcbFN9LL'
216;Positif;b'RT @AlshaibaShihab: Indonesia ditangan Presiden Jokowi :\n\n65 bendungan \n36 ruas jalan tol\n15 bandara baru\nSirkuit Mandalika\nKereta api cepa\xe2\x80\xa6'
217;Positif;b'@AnitaGo62253157 IKN berkonsep ramah lingkungan\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/bxU2idHquH'
218;Positif;b'@AnitaGo62253157 IKN representasi bangsa yg unggul\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/dmFK6ELW83'
219;Positif;b'@VinoFabi0 IKN bermanfaat besar bagi perekonomian nasional\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/7BSQWDRumR'
220;Negatif;b'@CNNIndonesia Zelensky bilang , udah lah joko , urus ikn aja ga mampu mw urus negera ku sdg konflik pla ,urus itu p\xe2\x80\xa6 https://t.co/YfQiFRzxWI'
221;Negatif;"b'RT @MT93990025: @msaid_didu IKN bisa saja nanti menjadi proyek gagal dan terkatung"" sepanjang masa'"
222;Negatif;b'RT @Johararif6: @NyaiiBubu Klo jadi IKN,saya yakin mayoritas mereka jd pengangguran tanpa job. Siapa yg berani ongkosi transport ke IKN ?'
223;Negatif;"b'@msaid_didu IKN bisa saja nanti menjadi proyek gagal dan terkatung"" sepanjang masa'"
224;Negatif;b'@Tan_Mar3M FIX ... HARAM HUKUMNYA KADRUN HIDUP DI IKN !!!!!'
225;Negatif;b'@NyaiiBubu Klo jadi IKN,saya yakin mayoritas mereka jd pengangguran tanpa job. Siapa yg berani ongkosi transport ke IKN ?'
226;Negatif;"b'RT @ferly_norman: @RamliRizal Udah begitu IKN Tetap jalan ya Bang @RamliRizal, keadaan ini disebut Noam Chomsky sbg ""Modern State Capitalis\xe2\x80\xa6'"
227;Negatif;b'RT @msaid_didu: Pddk 200.000 yg sebagian besar adalah ASN yg gajinya sdh habis utk cicilan rumah, kendaraan dan biaya anak sekolah shg ters\xe2\x80\xa6'
228;Negatif;b'RT @msaid_didu: Pddk 200.000 yg sebagian besar adalah ASN yg gajinya sdh habis utk cicilan rumah, kendaraan dan biaya anak sekolah shg ters\xe2\x80\xa6'
229;Negatif;b'RT @An_Kiiim: Prof Firman Noor :\xe2\x80\x9cHanya Anies Kandidat Capres yg berani lawan Oligarki\xe2\x80\x9d\n\nSependapat sm Prof.Firman, cuma pak Anies sbg kepal\xe2\x80\xa6'
230;Negatif;b'@bro_aLy9 mas Elon emoh invest IKN krn tau biaya bakal bengkak, klo kita bolak balik ditipu pasrah.'
231;Positif;b'RT @Joane24641240: IKN Akan Jadi Representasi Bangsa Yang Unggul\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\n#IKNt\xe2\x80\xa6'
232;Negatif;b'RT @RagilSemar: Diawali dari konsep pendanaan IKN yang menjadikan pemerintah sebagai penyewa di sana. \nTentu ini akal2an oligarki.\nOligarki\xe2\x80\xa6'
233;Negatif;b'RT @msaid_didu: Pddk 200.000 yg sebagian besar adalah ASN yg gajinya sdh habis utk cicilan rumah, kendaraan dan biaya anak sekolah shg ters\xe2\x80\xa6'
234;Negatif;b'Eropa nangis liat Batu Bara dijadikan dinding pembatas jalan di IKN. \xf0\x9f\x98\x82'
235;Negatif;"b""RT @yaniarsim: Setelah Obral Investasi IKN HGB 160 Thn Bebas Pajak 30 Thn, Disc  350 %.\nKini Ada 13 Pajak Khusus Untuk Danai IKN...\nKere' K\xe2\x80\xa6"""
236;Negatif;b'RT @msaid_didu: Pddk 200.000 yg sebagian besar adalah ASN yg gajinya sdh habis utk cicilan rumah, kendaraan dan biaya anak sekolah shg ters\xe2\x80\xa6'
237;Negatif;b'@bro_aLy9 orang indonesia juga bukan kok dipaksa inves ikn wkwk mending ngibul dululah https://t.co/n6hiYUSjTR'
238;Negatif;b'@ApriliaLin @KPK_RI Hehh.bego...itu freeport gimana,?pertambangan diluar jawa gimana?...IKN dan masa depan hutan kalimantan gimana??'
239;Negatif;b'RT @msaid_didu: Pddk 200.000 yg sebagian besar adalah ASN yg gajinya sdh habis utk cicilan rumah, kendaraan dan biaya anak sekolah shg ters\xe2\x80\xa6'
240;Negatif;b'RT @YogaswaraWahyu: Pak @jokowi proyek IKN itu di batalkan saja, sy sebagai rakyat punya ide. Bagaimana jika di bangun penjara khusus disan\xe2\x80\xa6'
241;Negatif;b'RT @msaid_didu: Pddk 200.000 yg sebagian besar adalah ASN yg gajinya sdh habis utk cicilan rumah, kendaraan dan biaya anak sekolah shg ters\xe2\x80\xa6'
242;Negatif;b'RT @OposisiCerdas: Anggaran Pembangunan Infrastruktur Dasar IKN Membengkak Jadi Rp 58 Triliun\nhttps://t.co/jfYxmjtgbe'
243;Positif;b'RT @OposisiCerdas: Instruksi Presiden, Pemerintah Akan Bangun Rumah Penduduk di IKN\nhttps://t.co/Mza0yYaB7X'
244;Negatif;"b'RT @t0n1h3r5_83: INGATLAH PARPOL2 YG MENYETUJUI &amp; MENGESYAHKAN IKN . \n\nJANGAN PILIH &amp; TENGGELAMKAN \xe2\x80\xbc\xef\xb8\x8f \n\n#Semangat411TurunkanJokowi \n#Semang\xe2\x80\xa6'"
245;Negatif;b'RT @papa_loren: Pemerintah Targetkan IKN Dihuni 200 Ribu Orang pada 2024.\n\nDr 200rb itu temen, sodara, tante, ponakan, adek, mertus JETLI a\xe2\x80\xa6'
246;Negatif;b'RT @Tan_Mar3M: Penduduk sepi. Makin ragu aja investor nanam modal \xf0\x9f\xa4\xa3 https://t.co/OvHL1zxumw'
247;Positif;b'Bersama kita dukung dan sukseskan pembangunan IKN Nusantara \xf0\x9f\x87\xb2\xf0\x9f\x87\xa8\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/frjw6eek3m'
248;Positif;b'Bersama kita dukung dan sukseskan pembangunan IKN Nusantara \xf0\x9f\x87\xb2\xf0\x9f\x87\xa8\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/gZD3laHwfP'
249;Negatif;b'RT @Tan_Mar3M: Penduduk sepi. Makin ragu aja investor nanam modal \xf0\x9f\xa4\xa3 https://t.co/OvHL1zxumw'
250;Positif;b'Bersama kita dukung dan sukseskan pembangunan IKN Nusantara \xf0\x9f\x87\xb2\xf0\x9f\x87\xa8\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/79J5IfaK1r'
251;Negatif;b'RT @HendryanaLubis: @s1lverpegasus Dia pasti mendukung sapa yg bisa lanjutkan ikn yg dia idaman\n\n#Semangat114TurunkanJokowi \n#Semangat411Tu\xe2\x80\xa6'
252;Positif;b'Ini menjadi instruksi Presiden @jokowi agar pembangunan IKN betul betul merefleksikan cara-cara pembangunan yang id\xe2\x80\xa6 https://t.co/WbvMoVmSEG'
253;Positif;b'Bersama kita dukung dan sukseskan pembangunan IKN Nusantara \xf0\x9f\x87\xb2\xf0\x9f\x87\xa8\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/NbavpoI3Nn'
254;Positif;b'Dengan luas lk 25 hektar, Persemaian Mentawir ditargetkan mampu memproduksi bibit sampai 15 juta tanaman/tahun.\n\nYa\xe2\x80\xa6 https://t.co/dhUEzX0MD6'
255;Positif;b'Sobat hijau, semangat hari Jumat.\n\nSemangat tekad kita untuk terus melakukan kegiatan penghijauan di kawasan IKN me\xe2\x80\xa6 https://t.co/kJjmDevbwP'
256;Positif;b'Bersama kita dukung dan sukseskan pembangunan IKN Nusantara \xf0\x9f\x87\xb2\xf0\x9f\x87\xa8\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/uZ2vKVN9UD'
257;Positif;b'Pembangunan IKN Nusantara wujudkan visi 20245 Jambi #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/DFAbg16d4X'
258;Positif;b'Bersama kita dukung dan sukseskan pembangunan IKN Nusantara \xf0\x9f\x87\xb2\xf0\x9f\x87\xa8\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/lULcr7t7qj'
259;Positif;b'Bersama kita dukung dan sukseskan pembangunan IKN Nusantara \xf0\x9f\x87\xb2\xf0\x9f\x87\xa8\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/iu8045W7kx'
260;Positif;b'Pembangunan IKN Nusantara transformasi menuju Indonesia maju #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/e0APxkZS59'
261;Negatif;b'RT @Tan_Mar3M: Coba istana adakan poling. \n\nBersediakah ASN junto PNS pusat pindah ke IKN?.'
262;Positif;b'Bersama kita dukung dan sukseskan pembangunan IKN Nusantara \xf0\x9f\x87\xb2\xf0\x9f\x87\xa8\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/E2brz85KkY'
263;Positif;b'Masyarakat dukung penuh pembangunan IKN #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/khSaUz6gLX'
264;Positif;b'Bersama kita dukung dan sukseskan pembangunan IKN Nusantara \xf0\x9f\x87\xb2\xf0\x9f\x87\xa8\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/RKekX0t8Pd'
265;Positif;b'Dibangunnya IKN Nusantara di dukung semua elemen masyarakat #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/zuzQ0vAsV7'
266;Positif;b'IKN Nusantara Kota dunia untuk semua #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/nt9U3KlQ3v'
267;Positif;b'Pembangunan Infrastruktur IKN #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/L9VzGATJ1l'
268;Positif;b'RT @berita_mineral: @maryshelparaiso Jawa Timur optimis IKN bangkitkan ekonomi Indonesia maju #JokowiBapakInfrastruktur #KotaDuniaUntukSemu\xe2\x80\xa6'
269;Positif;b'Pembangunan IKN Nusantara transformasi menuju Indonesia maju #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/1R3Q5e9TgW'
270;Positif;b'Masyarakat dukung penuh pembangunan IKN #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/O7k0u0gBdg'
271;Positif;b'@msaid_didu 2024 pemilu termasuk pilpres KPU akan menghitung suara di IKN jauh dari hiruk pikuk manusia. Jika terja\xe2\x80\xa6 https://t.co/gRqyQru1XB'
272;Positif;b'Dibangunnya IKN Nusantara di dukung semua elemen masyarakat #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/24k0Y7vwtp'
273;Positif;b'IKN Nusantara Kota dunia untuk semua #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/uXuGBEkiP5'
274;Positif;b'IKN Nusantara merupakan langkah menuju Indonesia maju dan berkembang Jambi #KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/gZN3A8oo7Q'
275;Positif;b'Pembangunan Infrastruktur IKN #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/gsKNnsSdGw'
276;Positif;b'Pembangunan IKN Nusantara transformasi menuju Indonesia maju #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/iWdLOCwD8w'
277;Positif;b'Masyarakat dukung penuh pembangunan IKN #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/pU3bv6McrF'
278;Positif;b'Dibangunnya IKN Nusantara di dukung semua elemen masyarakat #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/c01qthTsQQ'
279;Positif;b'IKN Nusantara Kota dunia untuk semua #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/3ncXoX3Y1Z'
280;Positif;b'Pembangunan Infrastruktur IKN #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/aN0PHZ28w0'
281;Positif;b'@berita_mineral @maryshelparaiso Membuka lapangan kerja baru masyarakat Jawa Timur mendukung IKN Nusantara\xe2\x80\xa6 https://t.co/zSMdRXeTdD'
282;Positif;b'Pembangunan IKN Nusantara transformasi menuju Indonesia maju #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/mq0ERYsmgP'
283;Positif;b'Masyarakat dukung penuh pembangunan IKN #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/1U83rv495I'
284;Positif;b'Dibangunnya IKN Nusantara di dukung semua elemen masyarakat #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/HDpgcOtYco'
285;Positif;b'IKN Nusantara Kota dunia untuk semua #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/dNqZujuyEy'
286;Positif;b'Pembangunan Infrastruktur IKN #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/nLkjYDzDaU'
287;Positif;b'Pembangunan IKN Nusantara transformasi menuju Indonesia maju #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/2RBDAzuXpn'
288;Positif;b'Masyarakat dukung penuh pembangunan IKN #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/vbmEo2Lz2J'
289;Positif;b'IKN Nusantara berikan dampak ekonomi yang meningkat Jambi #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/n1HszcOsJT'
